"sum_insured_grouped","society_person","insured_age","type_of_boat","boat_age_grouped","extension_coverage_rent","extension_coverage_flood","extension_coverage_regatta","extension_coverage_sea_valve_obstruction","boat_length_grouped","construction_material","region_of_residence","number_of_claims_in_past_3_years","number_of_claims_in_past_5_years","number_of_years_with_no_claims","number_of_years_with_no_claims_grouped","time_on_book","total","weight","observed","fitted"
"000.002.000","Society","Unknown","Motor","gr 035","No","No","No","No","gr 007","VTR","Unknown","0","0","0","00","0","total",0.99850288195223,0,0.0181868299046301
"000.002.000","Society","Unknown","Motor","gr 050","No","No","No","No","gr 006","Wood","Unknown","0","0","0","00","0","total",1.55890410958903,0,0.0283940330981248
"000.002.000","Society","Unknown","Sail","gr 007","No","No","No","No","gr 004","Other","Lombardia","0","0","0","00","0","total",0.25753424657534,0,0.00692793330798921
"000.002.000","Society","Unknown","Sail","gr 008","No","No","No","No","gr 004","Other","Lombardia","0","0","1","01","1","total",1.00273972602738,0,0.0269747190502557
"000.002.000","Society","Unknown","Sail","gr 009","No","No","No","No","gr 004","Other","Lombardia","0","0","2","02","2","total",0.99999999999999,0,0.0269010176320858
"000.002.000","Society","Unknown","Sail","gr 030","No","No","No","No","gr 008","VTR","Unknown","0","0","0","00","0","total",0.99999999999999,0,0.0269010176320858
"000.002.000","Society","Unknown","Sail","gr 032","No","No","No","No","gr 008","VTR","Unknown","0","0","0","00","0","total",0.99731267310427,0,0.0268287258038808
"000.002.000","Society","Unknown","Sail","gr 032","No","No","No","No","gr 010","VTR","Unknown","0","0","0","00","0","total",1.00273972602738,0,0.0307677768467431
"000.002.000","Society","Unknown","Sail","gr 033","No","No","No","No","gr 007","VTR","Unknown","0","0","0","00","0","total",0.99999999999999,0,0.0306837118826812
"000.002.000","Society","Unknown","Sail","gr 036","No","Yes","No","No","gr 009","VTR","Unknown","0","0","0","00","0","total",0.99827082865483,0,0.0306306544873305
"000.002.000","Society","Unknown","Sail","gr 040","No","Yes","No","No","gr 007","VTR","Unknown","0","0","0","00","0","total",0.99880230556178,0,0.0268687984328856
"000.003.000","Person","19","Motor","gr 013","No","No","No","No","gr 008","Wood","Veneto","0","0","0","00","0","total",0.99920652743468,0,0.0616259007511677
"000.003.000","Person","21","Motor","gr 029","No","Yes","No","No","gr 006","VTR","Lombardia","0","0","0","00","0","total",1.00273972602739,0,0.0590221745077243
"000.003.000","Person","22","Motor","gr 030","No","Yes","No","No","gr 006","VTR","Lombardia","0","0","0","00","0","total",0.15068493150684,0,0.00866475512318866
"000.003.000","Person","27","Motor","gr 020","No","No","No","No","gr 006","Wood","Veneto","0","0","0","00","0","total",0.95616438356164,0,0.0489233794539438
"000.003.000","Person","27","Motor","gr 026","No","Yes","No","No","gr 005","VTR","Liguria","0","0","0","00","0","total",0.99999999999999,0,0.0511662851022618
"000.003.000","Person","28","Motor","gr 027","No","Yes","No","No","gr 005","VTR","Liguria","0","0","0","00","0","total",0.80547945205479,0,0.0402622309757861
"000.003.000","Person","28","Motor","gr 028","No","Yes","No","No","gr 005","VTR","Liguria","0","0","0","00","0","total",0.99999999999999,0,0.0499854228100744
"000.003.000","Person","29","Motor","gr 003","No","Yes","No","No","gr 006","VTR","Emilia-Romagna","0","0","0","00","0","total",1.00273972602739,0,0.048965599327655
"000.003.000","Person","29","Motor","gr 024","No","No","No","No","gr 005","VTR","Lombardia","0","0","0","00","0","total",0.99999999999999,0,0.0488318135371422
"000.003.000","Person","29","Motor","gr 029","No","Yes","No","No","gr 005","VTR","Liguria","0","0","0","00","0","total",0.71232876712328,0,0.0347843055333067
"000.003.000","Person","30","Motor","gr 000","No","No","No","No","gr 005","Other","Lazio","0","0","0","00","0","total",1.00273972602738,0,0.0478355264731406
"000.003.000","Person","30","Motor","gr 000","No","No","No","No","gr 006","VTR","Lazio","0","0","0","00","0","total",0.99871247847892,0,0.0476434073202659
"000.003.000","Person","30","Motor","gr 007","No","No","No","No","gr 005","VTR","Veneto","0","0","0","00","0","total",0.99908675799086,0,0.0476612622601242
"000.003.000","Person","31","Motor","gr 001","No","No","No","No","gr 006","VTR","Lazio","0","0","0","00","0","total",0.99854779549367,0,0.0465361743597619
"000.003.000","Person","31","Motor","gr 008","No","No","No","No","gr 005","VTR","Veneto","0","0","0","00","0","total",0.37704918032786,0,0.0175719444548649
"000.003.000","Person","31","Motor","gr 010","No","No","No","No","gr 004","Other","Piemonte","0","0","0","00","0","total",0.99844299723032,0,0.0465312903569351
"000.003.000","Person","31","Motor","gr 025","No","Yes","No","No","gr 006","VTR","Liguria","0","0","0","00","0","total",0.99999999999999,0,0.0466038526846424
"000.003.000","Person","32","Motor","gr 007","No","No","No","No","gr 005","VTR","Liguria","0","0","0","00","0","total",0.99999999999999,0,0.0455282863777283
"000.003.000","Person","32","Motor","gr 010","No","No","No","No","gr 004","Wood","Veneto","0","0","0","00","0","total",0.56986301369863,0,0.0259448864837468
"000.003.000","Person","32","Motor","gr 011","No","No","No","No","gr 004","Other","Piemonte","0","0","0","00","0","total",0.99881727674226,0,0.0454744390145448
"000.003.000","Person","32","Sail","gr 009","No","No","No","No","gr 005","Other","Toscana","0","0","0","00","0","total",0.51232876712328,0,0.039294363671368
"000.003.000","Person","33","Motor","gr 012","No","No","No","No","gr 004","Other","Piemonte","0","0","1","01","1","total",1.00273972602739,0,0.0445993992552018
"000.003.000","Person","33","Motor","gr 019","No","Yes","No","No","gr 005","VTR","Liguria","0","0","0","00","0","total",1.00273972602739,0,0.0445993992552018
"000.003.000","Person","34","Motor","gr 011","No","No","No","No","gr 006","VTR","Molise","0","0","0","00","0","total",1.00273972602738,0,0.0435700935565481
"000.003.000","Person","34","Motor","gr 020","No","Yes","No","No","gr 005","VTR","Liguria","0","0","0","00","0","total",0.99999999999999,0,0.0434510495850824
"000.003.000","Person","34","Motor","gr 038","No","No","No","No","gr 005","VTR","Veneto","0","0","0","00","0","total",1.00273972602739,0,0.0435700935565485
"000.003.000","Person","35","Motor","gr 010","No","No","No","No","gr 006","Wood","Veneto","0","0","0","00","0","total",1.00273972602739,0,0.0425645431155662
"000.003.000","Person","35","Motor","gr 021","No","Yes","No","No","gr 005","VTR","Unknown","0","0","1","01","1","total",0.30136986301369,0,0.0127926222478475
"000.003.000","Person","35","Motor","gr 039","No","No","No","No","gr 005","VTR","Veneto","0","0","0","00","0","total",0.99999999999999,0,0.0424482465496765
"000.003.000","Person","36","Motor","gr 000","No","Yes","No","No","gr 006","VTR","Veneto","0","0","0","00","0","total",1.00273972602738,0,0.0415821996867063
"000.003.000","Person","36","Motor","gr 006","No","No","No","No","gr 006","VTR","Veneto","0","0","0","00","0","total",0.99999999999999,0,0.0414685871192566
"000.003.000","Person","36","Motor","gr 007","No","No","No","No","gr 004","VTR","Lombardia","0","0","0","00","0","total",0.54520547945205,0,0.0226089009225536
"000.003.000","Person","36","Motor","gr 016","No","No","No","No","gr 005","VTR","Veneto","0","0","0","00","0","total",0.84657534246574,1,0.0351062833420554
"000.003.000","Person","36","Motor","gr 027","No","No","No","No","gr 006","VTR","Veneto","1","1","0","00","0","total",0.15616438356164,0,0.00647591634465093
"000.003.000","Person","36","Motor","gr 040","No","No","No","No","gr 005","VTR","Veneto","0","0","0","00","0","total",0.9993262968785,0,0.0414406496026705
"000.003.000","Person","37","Motor","gr 001","No","No","No","No","gr 004","Rubberized textiles","Piemonte","0","0","0","00","0","total",0.95068493150684,0,0.0385137079345212
"000.003.000","Person","37","Motor","gr 001","No","Yes","No","No","gr 006","VTR","Veneto","0","0","1","01","1","total",0.99999999999999,0,0.040511537164554
"000.003.000","Person","37","Motor","gr 008","No","No","No","No","gr 004","VTR","Lombardia","0","0","1","01","1","total",1.00273972602739,0,0.0406225276773337
"000.003.000","Person","37","Motor","gr 013","No","No","No","No","gr 006","VTR","Lombardia","0","0","0","00","0","total",1.00273972602738,0,0.0406225276773333
"000.003.000","Person","38","Motor","gr 002","No","Yes","No","No","gr 006","VTR","Veneto","0","0","2","02","2","total",0.99901190208847,0,0.0395374693524363
"000.003.000","Person","38","Motor","gr 005","No","No","No","No","gr 005","Rubberized textiles","Piemonte","0","0","0","00","0","total",0.05205479452054,0,0.00206015047338341
"000.003.000","Person","38","Motor","gr 006","No","Yes","No","No","gr 004","Rubberized textiles","Piemonte","0","0","0","00","0","total",1.00273972602739,0,0.0396850038557072
"000.003.000","Person","38","Motor","gr 008","No","No","No","No","gr 004","VTR","Veneto","0","0","0","00","0","total",0.9988247623325,0,0.0395300630018705
"000.003.000","Person","38","Motor","gr 009","No","No","No","No","gr 005","VTR","Lazio","0","0","0","00","0","total",0.99999999999999,0,0.0395765748834237
"000.003.000","Person","38","Motor","gr 013","No","No","No","No","gr 004","Rubberized textiles","Lombardia","0","0","0","00","0","total",1.00273972602739,0,0.0396850038557072
"000.003.000","Person","38","Motor","gr 014","No","No","No","No","gr 006","VTR","Lombardia","0","0","0","00","0","total",0.99999999999999,0,0.0395765748834237
"000.003.000","Person","39","Motor","gr 010","No","Yes","No","No","gr 006","VTR","Veneto","0","0","0","00","0","total",0.5917808219178,0,0.0228801346617289
"000.003.000","Person","39","Motor","gr 014","No","No","No","No","gr 004","Rubberized textiles","Lombardia","0","0","0","00","0","total",0.99999999999999,0,0.0386631905163476
"000.003.000","Person","39","Motor","gr 026","No","No","No","No","gr 005","VTR","Liguria","0","0","0","00","0","total",1.00273972602739,0,0.0387691170657076
"000.003.000","Person","40","Motor","gr 000","No","No","No","No","gr 004","Other","Lombardia","0","0","0","00","0","total",1.00273972602739,0,0.0378743679481432
"000.003.000","Person","40","Motor","gr 011","No","Yes","No","No","gr 006","VTR","Veneto","0","0","0","00","0","total",0.41095890410958,0,0.0155222819459601
"000.003.000","Person","40","Motor","gr 013","No","No","No","No","gr 005","VTR","Veneto","0","0","0","00","0","total",0.99999999999999,0,0.0377708860685034
"000.003.000","Person","40","Motor","gr 022","No","No","No","No","gr 005","Rubberized textiles","Veneto","0","0","0","00","0","total",0.99999999999999,0,0.0377708860685034
"000.003.000","Person","40","Motor","gr 032","No","Yes","No","No","gr 006","VTR","Liguria","0","0","0","00","0","total",0.99999999999999,0,0.0377708860685034
"000.003.000","Person","40","Sail","gr 013","No","No","Yes","No","gr 005","VTR","Lazio","0","0","0","00","0","total",0.99667639793397,0,0.0634178567753152
"000.003.000","Person","41","Motor","gr 001","No","No","No","No","gr 004","Other","Unknown","0","0","1","01","1","total",0.99999999999999,0,0.0368991750382486
"000.003.000","Person","41","Motor","gr 017","No","No","No","No","gr 006","VTR","Campania","0","0","0","00","0","total",0.99999999999999,0,0.0368991750382486
"000.003.000","Person","41","Sail","gr 023","No","No","No","No","gr 007","VTR","Veneto","0","0","0","00","0","total",1.00273972602739,0,0.0623311430783502
"000.003.000","Person","42","Motor","gr 002","No","No","No","No","gr 004","Other","Unknown","0","0","2","02","2","total",0.11506849315068,0,0.0041479409599411
"000.003.000","Person","42","Motor","gr 009","No","Yes","No","No","gr 004","Rubberized textiles","Piemonte","0","0","0","00","0","total",0.99877984879107,0,0.036003598650929
"000.003.000","Person","42","Motor","gr 010","No","No","No","No","gr 005","VTR","Veneto","0","0","0","00","0","total",1.00273972602739,0,0.0361463426509166
"000.003.000","Person","42","Sail","gr 024","No","No","No","No","gr 007","VTR","Unknown","0","0","1","01","1","total",0.99999999999999,0,0.0607262347435403
"000.003.000","Person","43","Motor","gr 010","No","No","No","No","gr 004","VTR","Piemonte","0","0","0","00","0","total",0.61643835616438,0,0.0217082731465829
"000.003.000","Person","43","Sail","gr 000","No","Yes","No","No","gr 004","VTR","Lombardia","0","0","0","00","0","total",0.52876712328767,0,0.0313689716844587
"000.003.000","Person","43","Sail","gr 025","No","No","No","No","gr 007","VTR","Unknown","0","0","2","02","2","total",0.25205479452054,0,0.0149530849480317
"000.003.000","Person","44","Motor","gr 008","No","Yes","No","No","gr 004","VTR","Toscana","0","0","0","00","0","total",0.90334605883673,0,0.0310777280180391
"000.003.000","Person","44","Motor","gr 008","No","Yes","No","No","gr 006","VTR","Veneto","0","0","0","00","0","total",0.99999999999999,0,0.0344029043067489
"000.003.000","Person","44","Motor","gr 010","No","Yes","No","No","gr 004","VTR","Toscana","0","0","0","00","0","total",0.0958904109589,0,0.0032989086321539
"000.003.000","Person","44","Motor","gr 011","No","No","No","No","gr 004","VTR","Piemonte","0","0","1","01","1","total",1.00273972602739,0,0.0344971588390963
"000.003.000","Person","44","Sail","gr 001","No","Yes","No","No","gr 004","VTR","Lombardia","0","0","1","01","1","total",1.00273972602738,0,0.0581143710782678
"000.003.000","Person","44","Sail","gr 015","No","No","Yes","No","gr 005","VTR","Lazio","0","0","0","00","0","total",0.99999999999999,0,0.0579555886436281
"000.003.000","Person","45","Motor","gr 003","No","Yes","No","No","gr 004","Rubberized textiles","Lombardia","0","0","0","00","0","total",1.00273972602738,0,0.0337010018779393
"000.003.000","Person","45","Motor","gr 009","No","Yes","No","No","gr 006","VTR","Veneto","0","0","1","01","1","total",0.9989220750056,0,0.03357269474009
"000.003.000","Person","45","Motor","gr 012","No","No","No","No","gr 004","VTR","Piemonte","0","0","2","02","2","total",0.99999999999999,0,0.0336089226378359
"000.003.000","Person","45","Motor","gr 012","No","No","No","No","gr 006","VTR","Veneto","0","0","0","00","0","total",0.99913167153229,0,0.0335797390535407
"000.003.000","Person","45","Sail","gr 002","No","Yes","No","No","gr 004","VTR","Lombardia","0","0","2","02","2","total",0.99999999999999,0,0.0566180365990737
"000.003.000","Person","45","Sail","gr 006","No","No","No","No","gr 004","VTR","Lombardia","0","0","0","00","0","total",1.00273972602739,0,0.0567731545075645
"000.003.000","Person","45","Sail","gr 014","No","No","Yes","No","gr 005","VTR","Friuli-Venezia Giulia","0","0","0","00","0","total",0.66575342465753,1,0.0376936517632191
"000.003.000","Person","45","Sail","gr 041","No","Yes","No","No","gr 007","VTR","Liguria","0","0","0","00","0","total",1.00273972602739,0,0.0567731545075645
"000.003.000","Person","46","Motor","gr 004","No","Yes","No","No","gr 004","Rubberized textiles","Unknown","0","0","1","01","1","total",0.99999999999999,0,0.0328332652035558
"000.003.000","Person","46","Motor","gr 006","No","No","No","No","gr 005","VTR","Veneto","0","0","0","00","0","total",0.99999999999999,0,0.0328332652035558
"000.003.000","Person","46","Motor","gr 011","No","No","No","No","gr 008","Wood","Veneto","0","0","0","00","0","total",1.00273972602738,0,0.0329232193547982
"000.003.000","Person","46","Motor","gr 013","No","No","No","No","gr 005","VTR","Toscana","0","0","0","00","0","total",0.99988771614641,0,0.0328295785580131
"000.003.000","Person","46","Motor","gr 029","No","No","No","No","gr 005","VTR","Toscana","0","0","0","00","0","total",0.91506849315067,0,0.0300446865150344
